,Date,User,Text
2125,November 2015,driver100,"suydam said:
Took my Encore in for its first oil change at a little over 7500 miles. Love the 2 years free maintenance! Especially appreciated after the Honda's maintenance costs last month. Once it's out of warranty I'll take the Honda to a local Firestone shop. Way cheaper and they work on a lot of Hondas.
suydam said:
Took my Encore in for its first oil change at a little over 7500 miles. Love the 2 years free maintenance! Especially appreciated after the Honda's maintenance costs last month. Once it's out of warranty I'll take the Honda to a local Firestone shop. Way cheaper and they work on a lot of Hondas.
Suydam, You have confirmed what I am expecting to do too. The Passat just had its last free oil change and inspection (that was for 3 years), and I am thinking when it goes in for service next year it will be too a lube joint, reputable indie garage, or Firestone which is nearby. (If Oldfarmer approves that is).

I have always had the belief the dealer rips you off once the warranty is over. I know my brother could pay $400 or $500 for a yearly inspection for his Honda. For some things I would take the BMW back to the dealer because it has to be done right, and I would do the same for the MB, but for most cars a non-dealer shop should be fine I would think.

Any other thoughts or opinions.......?

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2126,November 2015,roadburner,"Mr_Shiftright said:
Always reminded me of a dislocated eyeball. Ever mess with the cooling system. I had a 3 series radiator explode on me once---upper radiator connector broke off.
The only cooling system parts that have been replaced are the thermostat and a heater hose fitting at the firewall. The fours can generally make it to at least 150,000 miles before a rebuild- although I will probably replace the hoses and radiator if I decide to drive it to Monterey next August for BMW's 100th Birthday Celebration.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2127,November 2015,explorerx4,"@driver100,
Prior to 2015, the F150 has a steering wheel that tilts but does not telescope. It does have pedals that can be moved closer or further away. The seats can also be adjusted forward and back!
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2128,November 2015,oldfarmer50,"roadburner said:
show previous quotes








Okay, PSS runflats. Not really an ""Extreme Performance"" tire but close enough that it makes no difference, I run conventional Pilot Super Sports as the summer tire on my Mazdaspeed and so far I have run out of courage long before I have run out of grip.


At what temps do you change out to something else?
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2129,November 2015,oldfarmer50,"
show previous quotes
Suydam, You have confirmed what I am expecting to do too. The Passat just had its last free oil change and inspection (that was for 3 years), and I am thinking when it goes in for service next year it will be too a lube joint, reputable indie garage, or Firestone which is nearby. (If Oldfarmer approves that is).

I have always had the belief the dealer rips you off once the warranty is over. I know my brother could pay $400 or $500 for a yearly inspection for his Honda. For some things I would take the BMW back to the dealer because it has to be done right, and I would do the same for the MB, but for most cars a non-dealer shop should be fine I would think.

Any other thoughts or opinions.......?

You might ask your neighbors for the name of a reputable indie shop who can do all your routine care as well as any other repairs that might crop up. Oil is oil but some of those quick lube joints are pretty sloppy and I'd bet the filters are not OEM spec.

2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2130,November 2015,suydam,"I'm a little leery of the quick lube places myself. I've had pretty good luck with my local Firestone. They know the maintenance requirements, don't throw in a lot of add-on service, and charge less. Edmunds service recommendations lists are also really helpful in sorting those out.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
2131,November 2015,stickguy,"My Honda, Hyumndai and Acura dealers all have express service. No appointment, drive in, and be out in under an hour. And very competitive pricing (and lots of coupons!). I am fine with that, considering how infrequent the visits are, and I know they are using OEM fluids and filters. Plus I like having all the records there, in case of a post-warranty issue I want comped.

I do use the tire place for tires/brakes/shocks, since there does tend to be a large price differential there.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
2132,November 2015,tjc78,"The leased car goes to the dealer regardless.  First two years free then usually one service out of pocket and it goes back needing one.  I tell them ""oil change/filter "" only and it's only a few bucks more than quick lube or local mechanic.  People pay too much when they say ""do the xx mile checkup""  

I had a buddy of mine that did that for his leased Toyotas (before Toyota care), when he told me what he was paying my eyes bugged out. 

2017 Buick Enclave / 2017 Hyundai Elantra"
2133,November 2015,nyccarguy,"The service departments make a lot of money off of people who just hand them the keys and say:  the service light is on
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
2134,November 2015,driver100,"explorerx4 said:
@driver100,
Prior to 2015, the F150 has a steering wheel that tilts but does not telescope. It does have pedals that can be moved closer or further away. The seats can also be adjusted forward and back!
Thanks explorer. Those pedals would help, but in a large vehicle like that with different size people driving them, I would think it should have a telescopic steering wheel. But, I haven't driven one so I don't know if it is all manageable.
I have been a passenger in the backseat and it is extremely comfortable, and feels very solid and safe.

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2135,November 2015,roadburner,"oldfarmer50 said:

At what temps do you change out to something else?
When the ambient temperature remains around 45F or below.

Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2136,November 2015,driver100,"Thanks for the tips on after warranty service. It has been a long time since I have used a non-dealer garage for oil changes etc. I have to say I used the Fast lube place with my Jeep because I was starting my business and wanted the work done as quickly as possible. You reminded me though the work was done by young kids who weren't mechanics and I had to fight off having all the extras done. Then they always recommend oil changes in about 1/4 of the time they needed to be done, and I always needed a new air filter, brake fluid or wipers even if they were new.

I have a really good indie shop nearby and you reminded me about that, so that is where I'll go.

**You also reminded me they found one regional chain of oil change places that totally ripped off customers. Some ex-employees told how they had to sell huge amounts of extras to keep their jobs, and they got commissions (very small but could add up) for selling stuff.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2137,November 2015,js06gv,"explorerx4 said:
@driver100,
Prior to 2015, the F150 has a steering wheel that tilts but does not telescope. It does have pedals that can be moved closer or further away. The seats can also be adjusted forward and back!
The steering wheel on my 2013 F-150 tilts and telescopes, but it is power and that may be the difference.
2016 Kia Optima SX, 2015 Ford Mustang GT, 2013 Ford F-150 King Ranch, 2000 Pontiac Trans Am WS6, 2001 Kawasaki Vulcan 800 Classic"
2138,November 2015,graphicguy,"OK....I think the lemon '14 Cadillac CTS story is about to come to a close.

Last I posted, the dealership (not the original purchasing dealership) who was working with the GM Repurchasing Center had sold the car I wanted....a 2016 CTS Performance model. It was the only one they had in a 2016 (they did have a leftover 2015 that I wasn't interested in).

After a bit of give and take, GM agreed to let me purchase the CTS Luxury model (which was less expensive) and give me the dollar difference. Kind of convoluted because there are all sorts of fees and tax implications, but GM is FedEx-ing me the check (supposed to arrive today). I signed their agreement on Monday with the caveat noted if the check wasn't what we agreed to, or the numbers aren't right when I pick up the new car at the dealership, no deal.

I think Cadillac is somehow reimbursing the new Cadillac dealer for making NO money on the '16, in addition to making me whole on the price difference on the two cars, plus the change in incentives.

Bottom line, I had driven the luxury version of the CTS. Drives about the same as the Performance version given the magnetic shocks come with the Luxury version if you get the upgraded wheels and tires (which are indeed on my car). I did really like the ""umber"" leather in the original Performance version, but I'm good with the tan leather in the Luxruy version I'm getting. I'm giving up the digital dash, which is OK by me, too. Aside from that, the Perforamnce and Luxruy versions are about the same.

My thought process, I just want to put this behind me, get rid of my still broken '14 with no money out of my pocket. I did that, and then some! Fair? From my perspective, Cadillac corporate fought me tooth and nail. They wouldn't authorize their dealerships to fix my car right. In the end, it probably would have been cheaper for them to just return my money, as I had originally requested. Insteand, they now have my old car, which will be labelled as a Cadillac buy back (not sure if it would be titled a lemon, as car companies try to stay away from that word). In return, they sent me a sizeable check, plus they gave me a car that's two model years newer with no money coming from me.

I'll probably pick up the '16 tomorrow after the dealership gets the PDI done. This could have gone a lot better. Original selling dealer seems to have some sort of ""grey area"" in which they operate in. Found it with my Mother's Cadillac over 10 years ago, and again with me on the '14 CTS. Can't quite put my finger on it, but they seem to have cars.;....new cars, demo cars, etc that have an inordinate amount of issues. I think this has maifested itself past the point of being coincidence.

Never dealt with the new dealership, except this time. New management came into play and things seemed to get rolling once they were involved.

I suppose given the amount of cars this group buys and sells, crazy situations are bound to arise.

As we've all suspected, I think Cadillac has a ways to go to match the customer service from the likes of BMW or Lexus.


2018 Acura TLX SH AWD ASpec"
2139,November 2015,driver100,"GG, great news....that it seems almost over. Of course, it isn't over until it is over but it looks pretty good right now.

My guess is this Caddie dealer you are getting the car from is a top performer, and HO got them to do this as a favor, and they'll get something for doing the prep and paperwork.

The other dealer is probably one HO is planning on dumping, or just is not very high in their books.

You are right in your case it would have been better to solve this earlier and just take back the car or switch it out. However, you are the 1 in 500 who fought to the end, most people would have given up a long time ago and so in their eyes that will continue to ignore their customers....they are still ahead overall.

Hopefully this car will be one of the good ones and you will enjoy it and get a lot of miles and satisfaction from it. Caddies are beautiful, I love the look of them, but, that isn't the way to build a brand.

You fought the battle and won. I think the BBB or arbitration was the tipping point, they probably told GM they weren't going to win this one. If they had won then the whole arbitration lemon law thing would be a total joke.

I think they will sell the lemon off to an auction or an indie lot, GM won't want that car to be connected directly to them.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2140,November 2015,venture,"graphicguy said:
OK....I think the lemon '14 Cadillac CTS story is about to come to a close.

Last I posted, the dealership (not the original purchasing dealership) who was working with the GM Repurchasing Center had sold the car I wanted....a 2016 CTS Performance model. It was the only one they had in a 2016 (they did have a leftover 2015 that I wasn't interested in).

After a bit of give and take, GM agreed to let me purchase the CTS Luxury model (which was less expensive) and give me the dollar difference. Kind of convoluted because there are all sorts of fees and tax implications, but GM is FedEx-ing me the check (supposed to arrive today). I signed their agreement on Monday with the caveat noted if the check wasn't what we agreed to, or the numbers aren't right when I pick up the new car at the dealership, no deal.

I think Cadillac is somehow reimbursing the new Cadillac dealer for making NO money on the '16, in addition to making me whole on the price difference on the two cars, plus the change in incentives.

Bottom line, I had driven the luxury version of the CTS. Drives about the same as the Performance version given the magnetic shocks come with the Luxury version if you get the upgraded wheels and tires (which are indeed on my car). I did really like the ""umber"" leather in the original Performance version, but I'm good with the tan leather in the Luxruy version I'm getting. I'm giving up the digital dash, which is OK by me, too. Aside from that, the Perforamnce and Luxruy versions are about the same.

My thought process, I just want to put this behind me, get rid of my still broken '14 with no money out of my pocket. I did that, and then some! Fair? From my perspective, Cadillac corporate fought me tooth and nail. They wouldn't authorize their dealerships to fix my car right. In the end, it probably would have been cheaper for them to just return my money, as I had originally requested. Insteand, they now have my old car, which will be labelled as a Cadillac buy back (not sure if it would be titled a lemon, as car companies try to stay away from that word). In return, they sent me a sizeable check, plus they gave me a car that's two model years newer with no money coming from me.

I'll probably pick up the '16 tomorrow after the dealership gets the PDI done. This could have gone a lot better. Original selling dealer seems to have some sort of ""grey area"" in which they operate in. Found it with my Mother's Cadillac over 10 years ago, and again with me on the '14 CTS. Can't quite put my finger on it, but they seem to have cars.;....new cars, demo cars, etc that have an inordinate amount of issues. I think this has maifested itself past the point of being coincidence.

Never dealt with the new dealership, except this time. New management came into play and things seemed to get rolling once they were involved.

I suppose given the amount of cars this group buys and sells, crazy situations are bound to arise.

As we've all suspected, I think Cadillac has a ways to go to match the customer service from the likes of BMW or Lexus.


If you get it tomorrow morning you should trade it in on something you want tomorrow afternoon. I would like to see the face of the salesman when you trade in a 2016 CTS with 40 miles on it if you do decide to do it.

The probability of you getting two lemons in a row must be about a gazillion to 1, but if it is, you will be kicking yourself for years.
2018 Legacy 3.6R, 2015 Crosstrek, 2015 Forester"
2141,November 2015,carnaught,"Graphic, glad to hear that this ""experience"" is almost over. Kindly keep us informed of your impressions and where you go from here."
2142,November 2015,mako1a,"GG, Congrats on winning the long battle with Cadillac. Whether you keep it or trade it, I'd sure like to see pics (inside and out) of the one you end up with. Who knows, it just might be a keeper.
2013 Mustang GT, 2001 GMC Yukon Denali"
2143,November 2015,imidazol97,"
I think they will sell the lemon off to an auction or an indie lot, GM won't want that car to be connected directly to them.
In an earlier post GG said something about the vehicle going to GM engineering (Warren, MI?). There I would assume it will be driven and its behavior monitored with proper equipment to determine just what has been going wrong. Subsequently it will be fixed and given to a vocational school for training purposes.However, in the process GM will have learned what the other Cincinnati urban Cadillac dealership didn't learn or didn't want to fix.

Our local area JVS auto department has several such vehicles from various manufacturers, including the ones who build ""perfect"" cars. Same for a community college with an auto technology department that feeds from the local JVS. They cannot be titled and have been donated by the manufacturers.

I have suggested doing some checking of the VINs in online Ohio records of titles for the two Cadillacs GG has had to see if there's any hint of how the one dealer seemed to have cars with problems. It reminds me of when our friends bought a low mileage ""demonstrator"" Jetta from a VW dealer in Northern Cincy. They could never get the engine light off. It spent weeks at the selling dealer.



2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
2144,November 2015,graphicguy,"Thanks guys. We'll see. It ain't over till it's over. Did a very brief test drive of the '16. 8 speed trans vs the '14's 6 speed. Feels quicker and is certainly smoother with closer gear ratios. Not sure if this is a GM design, or they xource it from the likes of ZF, but it's a better transmission over their previous 6 speed.

CUE...big improvement. Not sure what happened with the one in my '14. It just stopped working. I guess if I would have made more of an issue, they eventually would have replaced the entire CUE system. I just got ot the point I didn't care anymore, though. Apple Car Play is very nice, simple and will render Navigation systems from the car manufacturers' obsolete. My guess is the manufacturers will want the revenue from the expensive Nav option, but will have a hard time charging for it. So, I'm betting they'll start charging for the screen and interface to Car Play to make up for it. Anyway, certainly makes the Nav much easier to use and functional.

Remembering what the steering was supposed to feel like is pretty amazing. I had forgotten what it was supposed to be like. As much as they tried to fix the power steering, they never really did, entirely. It was still ""problematic"" in my '14. It just wsn't as problem prone as it was initially.

The one thing they DID finally fix (after 5 tries) was the stalling. It hasn't stalled in several weeks.

Right front suspension seems to be an issue, now. Almost sounds/feels like a busted shock. Not sure. Don't care. Rides and sounds like a suspension with 200K miles on it (not 10K like it does now).

Not certain what they'll do with the '14. Originally, they told me they were sending it to Cadillac engineering. But, who knows? It could end up on a BHPH lot with a ""buyback"" title. It still looks great. Someone, somewhere will fall in love with the style and not care about checking the CARFAX. Then again, from what I've heard from some of you here, CARFAX can be ""scrubbed"".

Anyway, yeah...I'll get some pics after I make certain the transaction is done.
2018 Acura TLX SH AWD ASpec"
2145,November 2015,bwia,"
Sounds like a reasonable settlement but perhaps you should have considered test driving the new model before signing the papers. Good luck with it and Happy driving. "
2146,November 2015,stickguy,"Good luck getting over the hump. If you don't count your time and aggravation, at least coming out ahead on the deal!
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
2147,November 2015,nyccarguy,"@graphicguy - I won't congratulate you until you officially take delivery, but will wish you the best of luck.

on a side note, would this 2016 CTS count as a CCBA card punch?
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
2148,November 2015,dino001,"nyccarguy said:
@graphicguy - I won't congratulate you until you officially take delivery, but will wish you the best of luck
Same here.

2018 430i Gran Coupe"
2149,November 2015,Mr_Shiftright,"Oh you have to give him a punch for this, c'mon!
nyccarguy said:
@graphicguy - I won't congratulate you until you officially take delivery, but will wish you the best of luck.

on a side note, would this 2016 CTS count as a CCBA card punch?
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2150,November 2015,stever,"Forum note - some of us are having issues when we use the back button to ""refresh"" the discussion list. Still checking it out, may be related to some software improvements recently rolled in."
2151,November 2015,driver100,"stever said:
Forum note - some of us are having issues when we use the back button to ""refresh"" the discussion list. Still checking it out, may be related to some software improvements recently rolled in.
Hmmm. never tried the back button to refresh.
I press F5 in the top row of the buttons.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2152,November 2015,driver100,"stickguy said:
Good luck getting over the hump. If you don't count your time and aggravation, at least coming out ahead on the deal!
I'd say time and aggravation and not being able to use the car a lot of time still don't make it coming out ahead. Yes, it is a 2016 and will probably be a good new car.......but, who would ever want to go through all that?
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2153,November 2015,driver100,"Michaell said:
show previous quotes











No, you get the second car for 24 months ... but, I'd also guess that you have to pay MSRP for the Altima.
Right, or MSRP for the Altima, and $2500 DOC fee.

Which reminds me, we haven't had a good DOC fee discussion for a long time.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2154,November 2015,driver100,"Michaell said:
show previous quotes
No it wouldn't .. you'd still have a gap of a year where someone wouldn't have a car.

And, paying full price for an Altima is folly, no matter what the incentives might be.
I somehow think when they bundle these deals together I am going to lose.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2155,November 2015,roadburner,"The only new Nissans I would consider are the Xterra and the 370Z- everything else is ugly, has a CVT, or both...
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2156,November 2015,driver100,"roadburner said:
The only new Nissans I would consider are the Xterra and the 370Z- everything else is ugly, has a CVT, or both...
I saw a 2016 Maxima at the car wash and I thought it looked pretty good. They took some risks and came up with a pretty unique design, especially the interior.



Then I read the review on Edmunds and by the time you get it the way you would want it you may as well buy a Euro luxury car with much better handling, RWD, has CVT. Are they joking, anyone who knows anything about cars wouldn't settle for a Maxima.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2157,November 2015,driver100,"Took the Passat in today for the last free oil change....it is 3 years old. It has 5000 miles on it, runs nicely. Good little engine with the 5 speed manual. Slow off the mark but not bad from about 20 mph on up.

It was a great little car for $23k. But, sure glad we don't use it for long trips, that would be tiring. It just doesn't smooth out the road especially in the steering wheel, like the E400 does.

When I got home I got a post card in the mail, call a 1-800-number and win a free Norwegian cruise. I have to go and call before it is all booked. Hah, I am sure it will cost more than if I paid for a trip.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2158,November 2015,qbrozen,"roadburner said:
The only new Nissans I would consider are the Xterra and the 370Z- everything else is ugly, has a CVT, or both...
I think the GTR might be my only consideration these days. The Z has been bypassed by so many other capable vehicles while they let it stay stagnant.
'17 F150 Crew 2.7; '67 Coronet R/T; '14 Town&Country Limited; '09 LR2 HSE. 44-car history and counting!"
2159,November 2015,oldfarmer50,"venture said:
Honey Bees

I was starting to think the bees are coming back. I spend all day, every day outside during the spring and summer and have noticed more honey bees this year than in the past few years. I read an article yesterday that says I'm wrong.

Neonicotinoids are used by farmers on about 140 different crops, including corn, canola and soy. But despite truth-twisting marketing from producers, there is little evidence that 

Copyright 2015 U.S. News & World Report

http://www.msn.com/en-us/money/markets/opinion-honeybees-are-dying-and-our-food-supply-will-go-with-them/ar-BBmXQ52?li=AA4Zjn

Maybe Old Farmer, or others who spend a lot of time outdoors, can chime in - Am I just having hallucinations?
Hard to say if nicotine base pesticides are the cause of honey bee decline. It certainly is toxic to humans. I do know that Carbamate pesticides are really really toxic to bees and are sold over the counter at Walmart. Have been for 50 years. If anything was going to do it that would be my guess but I think mite infestation is a bigger problem for domestic hives.

I gave up my pesticide applicators license years ago when the re-certification requirements became too burdensome. While I still use some OTC bug killers I found that my wife feeding the birds in winter took care of a lot of bugs when they started sticking around all year.

I think the days of farmer's carpet bombing fields with chemicals are over. The new trend is toward biologicals, beneficial insects and IPM.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2160,November 2015,oldfarmer50,"imidazol97 said:
Saw a Vette that put a spring in my step this morning at the Chevrolet dealer. I asked the sales manager if it was a Chick Magnet. He said it was but he didn't know if they would be able to get up out of the seat once they got in because of their age... Price $104 K.




The black Vette they had on the floor the last time I was there was bought by a fellow in middle 70s who traded in a 2011 Orange (Gold) Mustang--3000 miles on it. Manual transmission. Hope it's had an annual oil change. But it's not really due, based on mileage. LOL






Forget the Vette (as beautiful as it is) and grab that Mustang. Something like that is my holy grail; low miles driven gently by an old coot. I doubt a guy in his 70s was spinning it around in the high school parking lot to impress the girls or taking it to the track on weekends.

Besides, Driver100 say that one out of three Vettes is a lemon.

2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2161,November 2015,oldfarmer50,"
Took the Passat in today for the last free oil change....it is 3 years old. It has 5000 miles on it, runs nicely. Good little engine with the 5 speed manual. Slow off the mark but not bad from about 20 mph on up.

It was a great little car for $23k. But, sure glad we don't use it for long trips, that would be tiring. It just doesn't smooth out the road especially in the steering wheel, like the E400 does.

When I got home I got a post card in the mail, call a 1-800-number and win a free Norwegian cruise. I have to go and call before it is all booked. Hah, I am sure it will cost more than if I paid for a trip.

Ahh, another low mile car driven by an old coot. By the time I retire to Florida you should be ready to sell. I can't wait to see your CL ad.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2162,November 2015,explorerx4,"@henryn,
I'm planning on getting a hard folding cover, we can get a lot if snow.
I had a soft cover on my last pickup and it could kind of collapse from the weight of the snow.
Looking at some 3 piece hard covers.
Read the manual for a bit, and it has memory seats which store the setting for a bunch of things.
Lifted up the rear seat and there is a box under it that has 700W on it.
Reviewing the sticker, it has a 36 gallon tank! I can go for a while on that.

Speaking of security, I hope you keep your tailgate locked. Theft of them is pretty common.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2163,November 2015,driver100,"oldfarmer50 said:
show previous quotes





Ahh, another low mile car driven by an old coot. By the time I retire to Florida you should be ready to sell. I can't wait to see your CL ad.
I am saving it for you....not for free, I mean first crack at it!

2 things I really miss on the Passat compared to our newer cars, 1) rear camera and 2) blind spot warning.

Once you get used to those features it is hard to drive without them. Backing up the Passat I can line it up pretty good, but not to easy in a lot where it is hard to see the white lines. But, what is really nice with a rear camera is the distance....you can see where the rear of the car is.

About the Mustang, I would probably prefer it to the Vette, I think I am just practical enough to want rear seats just in case, at least a bit of a trunk, and easier access getting in and out. And 1 in 3 chances of getting a lemon is not very good odds.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2164,November 2015,imidazol97,"oldfarmer50 said:
show previous quotes




Forget the Vette (as beautiful as it is) and grab that Mustang. Something like that is my holy grail; low miles driven gently by an old coot. I doubt a guy in his 70s was spinning it around in the high school parking lot to impress the girls or taking it to the track on weekends.
I believe the Mustang is manual. $27000 asking. The son talked the Vette buyer into taking the one that was automatic in black that had been on the showroom floor because he didn't drive the Mustang because of the manual trans.

The red Vette can't even be driven here now because it has racing tires. No good below 30 deg F. But the warranty on the Vette is good even if you race it, because the car and options are designed for racing. No thanks.

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
2165,November 2015,Mr_Shiftright,"Theft of what....the tonneau?
explorerx4 said:
@henryn,
I'm planning on getting a hard folding cover, we can get a lot if snow.
I had a soft cover on my last pickup and it could kind of collapse from the weight of the snow.
Looking at some 3 piece hard covers.
Read the manual for a bit, and it has memory seats which store the setting for a bunch of things.
Lifted up the rear seat and there is a box under it that has 700W on it.
Reviewing the sticker, it has a 36 gallon tank! I can go for a while on that.

Speaking of security, I hope you keep your tailgate locked. Theft of them is pretty common.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2166,November 2015,explorerx4,"@mrshiftright,
Not the tonneau, the tailgate. Mine has a rear view camera and Man Step built into it. Those would be icing on the cake.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2167,November 2015,Mr_Shiftright,"Ahh...this I did not know about. And these are stolen for...what exactly? To replace dented ones? GEEZ, first it was catalytic converters, then airbags, now tailgates. What's next, driver's doors?
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2168,November 2015,stever,They make nice benches.
2169,November 2015,Mr_Shiftright,"Oh, the wife is gonna just LOVE that!
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2170,November 2015,roadburner,"I doubt it has ""racing"" tires; most likely they are what Tire Rack refers to as ""Extreme High Performance Summer Tires."" That said, some of those tires ARE used in racing, as certain sanctioning bodies require tires with a UTQG Treadwear Grade of at least 200 in their street classes(the Dunlops on my Club Sport are an example of just such a tire). And yes, they are not suitable to drive in freezing temperatures- some manufacturers advise that their tires not even be stored below 40F degrees.

And I'm virtually certain that fender to fender racing will void almost any new car warranty. What I suspect is that the Stingray's warranty remains in effect even if the car is used for HPDEs.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2171,November 2015,tyguy,"Mr_Shiftright said:
Ahh...this I did not know about. And these are stolen for...what exactly? To replace dented ones? GEEZ, first it was catalytic converters, then airbags, now tailgates. What's next, driver's doors?
To sell to people whose tailgates were stolen. It's the auto equivalent of the circle of life...except a thief gets paid in the process.
2015 Subaru Outback, 2013 Audi A4"
2172,November 2015,verdugo,"berri said:
I think our problem in the Mideast is we want to fight ""politically correct""
Don't forget the fact that we turn a blind eye to ""friends"" who actively support terrorisms **cough** Saudi Arabia **cough**

It's great to go after the terrorists camps as you said, but let's also go after the logistic infrastructure and the big money backers. After all, there are a lot more naive young men to act as cannon fodder, but big backers and logistical guys are harder to replace. Just look at Al Qeada now."
2173,November 2015,oldfarmer50,"Mr_Shiftright said:
Ahh...this I did not know about. And these are stolen for...what exactly? To replace dented ones? GEEZ, first it was catalytic converters, then airbags, now tailgates. What's next, driver's doors?
My son's friend, the car scrapper had a Jeep Wrangler parked at the farm that he was going to restore until someone snuck in one night and stole the doors.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2174,November 2015,oldfarmer50,"roadburner said:
show previous quotes
I doubt it has ""racing"" tires; most likely they are what Tire Rack refers to as ""Extreme High Performance Summer Tires."" That said, some of those tires ARE used in racing, as certain sanctioning bodies require tires with a UTQG Treadwear Grade of at least 200 in their street classes(the Dunlops on my Club Sport are an example of just such a tire). And yes, they are not suitable to drive in freezing temperatures- some manufacturers advise that their tires not even be stored below 40F degrees.

And I'm virtually certain that fender to fender racing will void almost any new car warranty. What I suspect is that the Stingray's warranty remains in effect even if the car is used for HPDEs.


What happens to those tires if you drive below 40? Do they disintegrate or just lose some performance? Is it only the ""Extreme"" types or do the ""Ultra"" high performance suffer the same limitations?

I know the P Zero Nero all seasons on the Ford develop flat spots if the car sits for a few hours below freezing as did the Bridgestone HP AS on my Eclipse. Smoothed out after about a mile. That I could put up with but spitting off chunks of rubber not so much.

Those designations are kind of confusing. Extreme, Ultra, Max performance.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2175,November 2015,capriracer,"oldfarmer50 said:
What happens to those tires if you drive below 40? Do they disintegrate or just lose some performance? Is it only the ""Extreme"" types or do the ""Ultra"" high performance suffer the same limitations?....
Tires in the ""Extreme"" or ""Track"" categories lose their grip at low temperatures. Some are made of rubber compounds that crack at low temperatures.

Ultra performance tires, not so much."
2176,November 2015,imidazol97,"roadburner said:

...Most likely they are what Tire Rack refers to as ""Extreme High Performance Summer Tires."" That said, some of those tires ARE used in racing, as certain sanctioning bodies require tires with a UTQG Treadwear Grade of at least 200 in their street classes(the Dunlops on my Club Sport are an example of just such a tire). And yes, they are not suitable to drive in freezing temperatures- some manufacturers advise that their tires not even be stored below 40F degrees.
Michelin Pilot Super Sport ZP
or
Michelin Pilot Sport Cup 2 ZP are part of optional package.
Both are ""summer only.""



2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
2177,November 2015,henryn,"Mr_Shiftright said:
Theft of what....the tonneau?

show previous quotes








One of the nice features, new for 2015 -- the tailgate locks and unlocks along with the doors when using the key fob. Very, very nice.

Also new for 2015, the steering wheel is tilt and telescope, not just tilt.

Added on edit: I'm talking about the 2015 Ford F150, I hate it when I lose track of what people are talking about, so I don't want to do that to anyone else.
2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
